Org.ID,Organization.Name,Umbrella,Subgroup,Type,Category,Alternate.Names,Umbrella.Name
ORG00748,Kraków Archdiocese Council,KAC,,Charitable or Humanitarian Organization,Organization,NA,Kraków Archdiocese Council
ORG00749,"""Karta""",KARTA,,Periodical,Organization,NA,"""Karta"""
ORG00750,Katyn Committee,KATCOM,,Independent Society,Organization,NA,Katyn Committee
ORG00751,"""Katolik""",Kato,,Periodical,Organization,NA,"""Katolik"""
ORG00752,National Agency of Publishing Houses Krakow Office,KAW,Kr,Government Agency Regional or Local,Organization,NA,National Agency of Publishing Houses Krakow Office
ORG00753,Machine Building Combine Częstochowa,KBMCz,,Factory,Organization,NA,Machine Building Combine Częstochowa
ORG00754,Krakow Project Office for Energy and the Electrical Grid,KBPSiE,,Government Agency Regional or Local,Organization,NA,Krakow Project Office for Energy and the Electrical Grid
ORG00755,Kielce Diocese Legal Council,KDLC,,Charitable or Humanitarian Organization,Organization,NA,Kielce Diocese Legal Council
ORG00756,Commission of experts for the preparation of the Report on the State of Education,KEORSO,,Government Leadership Body National,Organization,NA,Commission of experts for the preparation of the Report on the State of Education
ORG00757,KGB Higher School,KGB,WSzk,Postsecondary School,Organization,NA,KGB Higher School
ORG00758,"Kazimierz the Great ""Puszcza"" Scout Troop Niepołomice",KGST,,Scouting Organization,Organization,NA,"Kazimierz the Great ""Puszcza"" Scout Troop Niepołomice"
ORG00759,Circle of Rural Housewives Commune Council Chrząstowice,KGW,RGCh,PRL NGO Leadership Body Regional or Local,Organization,NA,Circle of Rural Housewives Commune Council Chrząstowice
ORG00760,"""Kierunki""",Kier,,Periodical,Organization,NA,"""Kierunki"""
ORG00761,KIK Gdańsk,KIK,GD,Salon,Organization,NA,Catholic Intellectual Clubs
ORG00762,KIK Kraków,KIK,KR,Salon,Organization,NA,Catholic Intellectual Clubs
ORG00763,KIK Lubin,KIK,LUB,Salon,Organization,NA,Catholic Intellectual Clubs
ORG00764,KIK Lublin,KIK,LUBL,Salon,Organization,KIK Lubliń,Catholic Intellectual Clubs
ORG00765,KIK Nowy Sącz,KIK,NS,Salon,Organization,NA,Catholic Intellectual Clubs
ORG00766,KIK Poznan,KIK,Poz,Salon,Organization,NA,Catholic Intellectual Clubs
ORG00767,KIK Szczecin,KIK,SZCZ,Salon,Organization,NA,Catholic Intellectual Clubs
ORG00768,KIK Warsaw,KIK,WAW,Salon,Organization,NA,Catholic Intellectual Clubs
ORG00769,KIK Wroclaw,KIK,Wroc,Salon,Organization,KIK Wrocław,Catholic Intellectual Clubs
ORG00770,"Sulfur Mine and Processing Plant ""Siarkopol""",KiZPS,Siark,Factory,Organization,NA,"Sulfur Mine and Processing Plant ""Siarkopol"""
ORG00771,National Awards Committee,KNP,,Government Leadership Body National,Organization,Komitet Nagród Panstwowy,National Awards Committee
ORG00772,Board of Education Walbrzych,KOiW,Walb,Government Leadership Body Regional or Local,Organization,NA,Board of Education Walbrzych
ORG00773,Mining Mechanization Center KOMAG,KOMAG,,Factory,Organization,NA,Mining Mechanization Center KOMAG
ORG00774,"""Kultura-Oswiata-Nauk""",KONau,,Periodical,Organization,NA,"""Kultura-Oswiata-Nauk"""
ORG00775,"""Kontrasty""",Kontr,,Periodical,Organization,NA,"""Kontrasty"""
ORG00776,Poznan School Board,KOPoz,,Government Agency Regional or Local,Organization,NA,Poznan School Board
ORG00777,KOR Collaborator,KOR,,Opposition Group,Organization,NA,KOR Collaborator
ORG00778,Committee of Social Resistance,KOS,,Opposition Group,Organization,Committee for Social Resistance KOS,Committee of Social Resistance
ORG00779,"""KOS""",KOST,,Periodical,Organization,NA,"""KOS"""
ORG00780,Confederation for an Independent Poland,KPN,,Opposition Group,Organization,NA,Confederation for an Independent Poland
ORG00781,Kraków Polytechnic,KPOLY,,Postsecondary School,Organization,Politechnika Krakowska,Kraków Polytechnic
ORG00782,Kielce Provincial Sanitary-Epidemiological Station,KPSEP,,Medical Facility,Organization,NA,Kielce Provincial Sanitary-Epidemiological Station
ORG00783,Club of Social and Legal Journalists,KPSP,,National Professional Association,Organization,NA,Club of Social and Legal Journalists
ORG00784,"""Królowej Apostołów""",KRA,,Periodical,Organization,NA,"""Królowej Apostołów"""
ORG00785,Wydawnictwo Krąg,KRAG,,Publishing House,Organization,"Krąg ; ""Wydawnictwa Uniwersyteckie"" ; ""Krąg""",Wydawnictwo Krąg
ORG00786,"""Krata""",KRATA,,Periodical,Organization,NA,"""Krata"""
ORG00787,Krakow Agricultural Academy,KrAU,,Postsecondary School,Organization,NA,Krakow Agricultural Academy
ORG00788,Consultative Economic Council,KRG,,Government Agency National,Organization,NA,Consultative Economic Council
ORG00789,Government Commission on the Codification of Labor Law,KRKPP,,Government Leadership Body National,Organization,NA,Government Commission on the Codification of Labor Law
ORG00790,"""Kroniki Małopolskiej""",KRM,,Periodical,Organization,"""Kroniki Malopolskiej""","""Kroniki Małopolskiej"""
ORG00791,"""Kronika Bieskidzka""",KroBi,,Periodical,Organization,NA,"""Kronika Bieskidzka"""
ORG00792,Government Commission to Evaluate the Draft Labor Code,KRPKP,,Government Leadership Body National,Organization,NA,Government Commission to Evaluate the Draft Labor Code
ORG00793,Commission for Labor Law Reform,KRPP,,Research Institute,Organization,NA,Commission for Labor Law Reform
ORG00794,"""Krytyka""",KRYT,,Periodical,Organization,NA,"""Krytyka"""
ORG00795,Automobile Combine Olsztyn,KSOl,,Factory,Organization,NA,Automobile Combine Olsztyn
ORG00796,Social Committee Against Alcoholism,KSPA,,PRL NGO,Organization,NA,Social Committee Against Alcoholism
ORG00797,KSS-KOR Collaborator,KSSKOR,,Opposition Group,Organization,NA,KSS-KOR Collaborator
ORG00798,KSS-KOR Intervention Committee,KSSKOR,IC,Opposition Group Leadership Body National,Organization,NA,KSS-KOR Collaborator
ORG00799,Katowice Steel Works Dąbrowa,KSWD,,Factory,Organization,NA,Katowice Steel Works Dąbrowa
ORG00800,Catholic Theology Academy Warsaw Faculty of Canonical Law,KTAW,FCL,Postsecondary School,Organization,NA,Catholic Theology Academy Warsaw Faculty of Canonical Law
ORG00801,Catholic Theology Academy Warsaw Faculty of Christian Philosophy,KTAW,FCP,Postsecondary School,Organization,NA,Catholic Theology Academy Warsaw Faculty of Canonical Law
ORG00802,Club of Creators and Activists of Kuznica Culture,KTiDKK,,PRL NGO,Organization,NA,Club of Creators and Activists of Kuznica Culture
ORG00803,Copernicus University,KU,,Postsecondary School,Organization,Uniwersytet Mikołaja Kopernika,Copernicus University
ORG00804,Copernicus University Faculty of Astronomy,KU,FAST,Postsecondary School,Organization,Uniwersytet Mikołaja Kopernika Wydział Fizyki Astronomii i Informatyki,Copernicus University
ORG00805,Copernicus University Faculty of Fine Arts,KU,FFA,Postsecondary School,Organization,Uniwersytet Mikołaja Kopernika Wydział Sztuk Pięknych,Copernicus University
ORG00806,Copernicus University Humanities Faculty,KU,FHUM,Postsecondary School,Organization,Uniwersytet Mikołaja Kopernika Wydział Humanistyczny,Copernicus University
ORG00807,Copernicus University Faculty of Law,KU,FLAW,Postsecondary School,Organization,Uniwersytet Mikołaja Kopernika Wydział Prawa i Administracji,Copernicus University
ORG00808,Copernicus University Faculty of Mathematics and Natural Sciences,KU,FMNS,Postsecondary School,Organization,Uniwersytet Mikołaja Kopernika Wydział Matematyki i Informatyki,Copernicus University
ORG00809,Copernicus University Faculty of Polish Philology,KU,FPP,Postsecondary School,Organization,Uniwersytet Mikołaja Kopernika Wydział Filologii Polskiej,Copernicus University
ORG00810,"""Kujawy""",Kuja,,Periodical,Organization,NA,"""Kujawy"""
ORG00811,Catholic University of Lublin,KUL,,Postsecondary School,Organization,Katolicki Uniwersytet Lubelski Jana Pawła II ; Catholic University Lublin ; Catholic University Lubliń,Catholic University of Lublin
ORG00812,Catholic University of Lubliń Academic Choir,KUL,AC,Postsecondary School,Organization,Catholic University Lublin Academic Choir ; Catholic University Lubliń Academic Choir,Catholic University of Lublin
ORG00813,Catholic University of Lublin Division of Humanities,KUL,DHUM,Postsecondary School,Organization,Catholic University Lublin Division of Humanities ; Catholic University Lubliń Division of Humanities,Catholic University of Lublin
ORG00814,Catholic University of Lublin Department of Modern History,KUL,DMH,Postsecondary School,Organization,Catholic University Lublin Department of Modern History ; Catholic University Lubliń Department of Modern History,Catholic University of Lublin
ORG00815,Catholic University of Lublin Faculty of Christian Philosophy,KUL,FCP,Postsecondary School,Organization,NA,Catholic University of Lublin
ORG00816,Catholic University of Lublin Faculty of Pedagogy,KUL,FOP,Postsecondary School,Organization,Catholic University Lublin Faculty of Pedagogy ; Catholic University Lubliń Faculty of Pedagogy,Catholic University of Lublin
ORG00817,Catholic University of Lublin Faculty of Philosophy,KUL,FOPH,Postsecondary School,Organization,Catholic University Lublin Faculty of Philosophy ; Catholic University Lubliń Faculty of Philosophy,Catholic University of Lublin
ORG00818,Catholic University of Lublin Faculty of Polish Philology,KUL,FOPP,Postsecondary School,Organization,NA,Catholic University of Lublin
ORG00819,Catholic University of Lublin Faculty of Social Philosophy,KUL,FOSPH,Postsecondary School,Organization,Catholic University Lublin Faculty of Social Philosophy ; Catholic University Lubliń Faculty of Social Philosophy,Catholic University of Lublin
ORG00820,Catholic University of Lublin Friends of Science,KUL,PN,PRL NGO,Organization,NA,Catholic University of Lublin
ORG00821,"""Kulisy""",KULI,,Periodical,Organization,NA,"""Kulisy"""
ORG00822,"""Kultura""",KULT,,Periodical,Organization,NA,"""Kultura"""
ORG00823,"""Kultura Niezależna""",KULTN,,Periodical,Organization,"""Kultura Niezalezna""","""Kultura Niezależna"""
ORG00824,"""Kultura"" Warsaw",KulWa,,Periodical,Organization,NA,"""Kultura"" Warsaw"
ORG00825,"""Kurier Akademicki""",KURA,,Periodical,Organization,NA,"""Kurier Akademicki"""
ORG00826,"""Kurier Polski""",KurPol,,Periodical,Organization,NA,"""Kurier Polski"""
ORG00827,KWB Bełchatów,KWBB,,Factory,Organization,NA,KWB Bełchatów
ORG00828,KWB Bełchatów August 1988 Strike,KWBB1,A88,Protest Action,Event,NA,KWB Bełchatów August 1988 Strike
ORG00829,KWB Bełchatów May 1988 Strike,KWBB2,M88,Protest Action,Event,NA,KWB Bełchatów May 1988 Strike
ORG00830,"""Kwartalnik Historycznego""",KwHist,,Periodical,Organization,NA,"""Kwartalnik Historycznego"""
ORG00831,"KWK ""Thirtieth Anniversary of the PRL"" Pniówek",KWK13,,Factory,Organization,NA,"KWK ""Thirtieth Anniversary of the PRL"" Pniówek"
ORG00832,KWK Andaluzja,KWKA,,Factory,Organization,NA,KWK Andaluzja
ORG00833,KWK Andaluzja Strike August 1988,KWKA1,A88,Protest Action,Event,NA,KWK Andaluzja Strike August 1988
ORG00834,"KWK ""Barbara""",KWKBar,,Factory,Organization,NA,"KWK ""Barbara"""
ORG00835,"KWK ""Bobrek""",KWKBob,,Factory,Organization,NA,"KWK ""Bobrek"""
ORG00836,"KWK ""Borynia""",KWKBor,,Factory,Organization,NA,"KWK ""Borynia"""
ORG00837,"KWK ""Dębieńsko""",KWKDeb,,Factory,Organization,NA,"KWK ""Dębieńsko"""
ORG00838,"KWK ""Kleofas""",KWKKleo,,Factory,Organization,NA,"KWK ""Kleofas"""
ORG00839,"KWK ""Knurowa""",KWKKnur,,Factory,Organization,NA,"KWK ""Knurowa"""
ORG00840,"KWK ""Krupinski""",KWKKrup,,Factory,Organization,Krupiński Coal Mine,"KWK ""Krupinski"""
ORG00841,"KWK ""Lenin""",KWKLen,,Factory,Organization,NA,"KWK ""Lenin"""
ORG00842,KWK Lenin May 1988 Strike,KWKLen1,M88,Protest Action,Event,NA,KWK Lenin May 1988 Strike
ORG00843,"KWK ""May 1"" Jatrzębie",KWKM1,,Factory,Organization,NA,"KWK ""May 1"" Jatrzębie"
ORG00844,KWK Miechowice Bytom,KWKMB,,Factory,Organization,NA,KWK Miechowice Bytom
ORG00845,"KWK ""Miechowica""",KWKMie,,Factory,Organization,NA,"KWK ""Miechowica"""
ORG00846,"KWK ""Mikulczyna""",KWKMik,,Factory,Organization,NA,"KWK ""Mikulczyna"""
ORG00847,"KWK ""Manifest Lipcowy""",KWKML,,Factory,Organization,NA,"KWK ""Manifest Lipcowy"""
ORG00848,"KWK ""Nowy Wirek""",KWKNW,,Factory,Organization,NA,"KWK ""Nowy Wirek"""
ORG00849,"KWK ""Pokój""",KWKPo,,Factory,Organization,NA,"KWK ""Pokój"""
ORG00850,"KWK ""Rozbark"" Bytom",KWKRB,,Factory,Organization,NA,"KWK ""Rozbark"" Bytom"
ORG00851,"KWK ""Rokitnica""",KWKRok,,Factory,Organization,NA,"KWK ""Rokitnica"""
ORG00852,"KWK ""Staszic""",KWKSta,,Factory,Organization,NA,"KWK ""Staszic"""
ORG00853,"KWK ""Szczyglowice""",KWKSzcz,,Factory,Organization,NA,"KWK ""Szczyglowice"""
ORG00854,"Strike at KWK ""Victoria""",KWKV1,,Protest Action,Event,NA,"Strike at KWK ""Victoria"""
ORG00855,"KWK ""Wesoła""",KWKW,,Factory,Organization,"KWK ""Wesola""","KWK ""Wesoła"""
ORG00856,"KWK ""Wujek""",KWKWuj,,Factory,Organization,NA,"KWK ""Wujek"""
ORG00857,"KWK ""Ziemowit""",KWKZ,,Factory,Organization,NA,"KWK ""Ziemowit"""
ORG00858,Kyiv Polytechnic,KyPoly,,Postsecondary School,Organization,NA,Kyiv Polytechnic
ORG00859,Building Office Katowice,KZB,,Government Agency Regional or Local,Organization,NA,Building Office Katowice
ORG00860,National Poultry Association,KZDrob,,National Professional Association,Organization,NA,National Poultry Association
ORG00861,National Association of Pig Producers and Breeders Board,KZPiHTC,Zar,PRL NGO Leadership Body National,Organization,NA,National Association of Pig Producers and Breeders Board
ORG00862,"National Union of Farmers, Agricultural Groups and Organizations",KZRKiOR,,PRL NGO,Mass Organization,Krajowy Zwiazek Rolnikow,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00863,"National Union of Farmers, Agricultural Groups and Organizations Legal Office",KZRKiOR,BP,PRL NGO,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00864,"National Union of Farmers, Agricultural Groups and Organizations Center for Mechanized Agriculture Warsaw",KZRKiOR,CMAWar,PRL NGO,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00865,"National Union of Farmers, Agricultural Groups and Organizations Presidium",KZRKiOR,Pres,PRL NGO Leadership Body National,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00866,"National Union of Farmers, Agricultural Groups and Organizations Main Council",KZRKiOR,RG,PRL NGO Leadership Body National,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00867,"National Union of Farmers, Agricultural Groups and Organizations Village Board Łosice",KZRKiOR,WKLos,PRL NGO Leadership Body Regional or Local,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00868,"National Union of Farmers, Agricultural Groups and Organizations Voivodeship Board Radom",KZRKiOR,WKRad,PRL NGO Leadership Body Regional or Local,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00869,"National Union of Farmers, Agricultural Groups and Organizations Voivodeship Board Szczecin",KZRKiOR,WKSzcz,PRL NGO Leadership Body Regional or Local,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00870,"National Union of Farmers, Agricultural Groups and Organizations Voivodeship Board Warsaw",KZRKiOR,WKWar,PRL NGO Leadership Body Regional or Local,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00871,"Union of Farmers, Agricultural Groups and Organizations Voivodeship Council Bielsko-Biala",KZRKiOR,WRBB,PRL NGO,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00872,National Union of Farmers Agricultural Groups and Organizations Czechstochowa Union,KZRKiOR,ZCze,PRL NGO Leadership Body Regional or Local,Organization,NA,"National Union of Farmers, Agricultural Groups and Organizations"
ORG00873,"Founding Committee for Independent Workers ""Elwro""",KZSPE,,Opposition Group Leadership Body Regional or Local,Organization,NA,"Founding Committee for Independent Workers ""Elwro"""
ORG00874,High School No. 3 Katowice,L3K,,High School,Organization,NA,High School No. 3 Katowice
ORG00875,"""Ład""",LAD,,Periodical,Organization,NA,"""Ład"""
ORG00876,Letter Against Dissolving the SDP,LASDP,,Protest Statement,Event,NA,Letter Against Dissolving the SDP
ORG00877,W Broniewski High School (no. 5) Katowice-Ochojec,LB5K,,High School,Organization,NA,W Broniewski High School (no. 5) Katowice-Ochojec
ORG00878,Lech Bądkowski Gdańsk Political Club,LBGPC,,Salon,Organization,NA,Lech Bądkowski Gdańsk Political Club
ORG00879,Lipno Basic Vocational School,LBVS,,Postsecondary School,Organization,NA,Lipno Basic Vocational School
ORG00880,Łódź Civic Alliance,LCA,,Independent Society,Organization,NA,Łódź Civic Alliance
ORG00881,Łódź Chemical Industry Headquarters,LCIH,,Research Institute,Organization,NA,Łódź Chemical Industry Headquarters
ORG00882,Letter in Defense of the Kowalczyk Brothers,LDKB,,Protest Statement,Event,NA,Letter in Defense of the Kowalczyk Brothers
ORG00883,Letter in Defense of KOR,LDKOR,,Protest Statement,Event,NA,Letter in Defense of KOR
ORG00884,Łódź Defenders of Peace Industrial Cotton Factory,LDPIC,,Factory,Organization,NA,Łódź Defenders of Peace Industrial Cotton Factory
ORG00885,Letter Signed by 101,LET101,,Protest Statement,Event,NA,Letter Signed by 101
ORG00886,Letter Signed by 14,LET14,,Protest Statement,Event,NA,Letter Signed by 14
ORG00887,Letter Signed by 218 People from Warsaw and Łódź Against Proposed Changes to the PRL Constitution,LET218,,Protest Statement,Event,NA,Letter Signed by 218 People from Warsaw and Łódź Against Proposed Changes to the PRL Constitution
ORG00888,Letter Signed by 34,LET34,,Protest Statement,Event,NA,Letter Signed by 34
ORG00889,Letter Signed by 59,LET59,,Protest Statement,Event,NA,Letter Signed by 59
ORG00890,Letter Signed by 7,LET7,,Protest Statement,Event,NA,Letter Signed by 7
ORG00891,Letter Signed by 8 calling for the suspension of Martial Law,LET8,,Protest Statement,Event,NA,Letter Signed by 8 calling for the suspension of Martial Law
ORG00892,Law Firm No. 1 Kraków,LF1K,,Legal Office,Organization,NA,Law Firm No. 1 Kraków
ORG00893,Law Firm No. 7 Gdańsk-Wrzesz (Zespół Adwokackim nr 7),LF7G,,Legal Office,Organization,Law Firm No. 7 Gdansk-Wrzesz ; Law Firm No. 7 Gdańsk-Wrzesz,Law Firm No. 7 Gdańsk-Wrzesz (Zespół Adwokackim nr 7)
ORG00894,Laboratory of Geology and Mining in Lubin,LGM,,Research Institute,Organization,NA,Laboratory of Geology and Mining in Lubin
ORG00895,Local Government/Self-Government Forums,LGSG,,Independent Society,Organization,NA,Local Government/Self-Government Forums
ORG00896,Łódź Industrial Institute of Occupational Medicine,LIIOM,,Research Institute,Organization,NA,Łódź Industrial Institute of Occupational Medicine
ORG00897,Linguistics Society of America,LingSAm,,International Professional Association,Organization,NA,Linguistics Society of America
ORG00898,Linen Industry Plant Żyrardów,LIPZyr,,Factory,Organization,NA,Linen Industry Plant Żyrardów
ORG00899,"""Literatura""",LIT,,Periodical,Organization,NA,"""Literatura"""
ORG00900,"""Literatura na świecie""",LitNSw,,Periodical,Organization,NA,"""Literatura na świecie"""
ORG00901,League of Polish Women,LKP,,PRL NGO,Organization,NA,League of Polish Women
ORG00902,M. Copernicus High School (no. 1) Katowice,LMK1,,High School,Organization,NA,M. Copernicus High School (no. 1) Katowice
ORG00903,Łódź Municipal Retail Trade Office,LMRT,,Government Agency Regional or Local,Organization,NA,Łódź Municipal Retail Trade Office
ORG00904,Music High School Katowice,LMuz,,High School,Organization,NA,Music High School Katowice
ORG00905,High School Bogatynia,LOBo,,High School,Organization,NA,High School Bogatynia
ORG00906,Ciechanów HIgh School,LOCiech,,High School,Organization,NA,Ciechanów HIgh School
ORG00907,"""Łódź Teatralna""",LodzTr,,Periodical,Organization,NA,"""Łódź Teatralna"""
ORG00908,League for the Defense of the Country,LOK,,PRL NGO,Organization,NA,League for the Defense of the Country
ORG00909,Lodz Polytechnic,LOPOLY,,Postsecondary School,Organization,NA,Lodz Polytechnic
ORG00910,Łódź Polytechnic Institute of Architecture,LOPOLY,IARCH,Research Institute,Organization,Łódź Politechnic Institute of Architecture ; Lódz Polytechnic Institute of Architecture,Lodz Polytechnic
ORG00911,Łódź Polytechnic Institute of Electrical Aparatus,LOPOLY,IEA,Research Institute,Organization,Instytutu Aparatów Elektrycznych,Lodz Polytechnic
ORG00912,Lodz Polytechnic Institute for Chemical Engineering,LOPOLY,IIChem,Research Institute,Organization,NA,Lodz Polytechnic
ORG00913,Łódź Polytechnic Scientific Team of Vacuum and Power Electronic Connectors,LOPOLY,STVPEC,Research Institute,Organization,Zespołu Naukowego Łączników Próżniowych i Energoelektronicznych,Lodz Polytechnic
ORG00914,Łódź Polytechnic Faculty of Electrical Engineering,LOPOLY,WEE,Postsecondary School,Organization,NA,Lodz Polytechnic
ORG00915,Łódź Polytechnic Faculty of Electrical Systems and Electronics,LOPOLY,WESE,Postsecondary School,Organization,NA,Lodz Polytechnic
ORG00916,Łódź Polytechnic Faculty of Chemistry,LOPOLY,WFChem,Postsecondary School,Organization,NA,Lodz Polytechnic
ORG00917,"""LOSu""",LOSU,,Periodical,Organization,NA,"""LOSu"""
ORG00918,High School Zgorzelec,LOZg,,High School,Organization,NA,High School Zgorzelec
ORG00919,Leningrad Planning Institute,LPI,,Postsecondary School,Organization,NA,Leningrad Planning Institute
ORG00920,Lwow Polytechnic,LPOLY,,Postsecondary School,Organization,NA,Lwow Polytechnic
ORG00921,Ludwika Rydygier Hospital Wrocław,LRH,,Medical Facility,Organization,NA,Ludwika Rydygier Hospital Wrocław
ORG00922,Letter in the Name of Solidarność in Response to John Paul II Second Pilgrimage,LRJP2,,Protest Statement,Event,NA,Letter in the Name of Solidarność in Response to John Paul II Second Pilgrimage
ORG00923,St Augustine High School Warsaw,LSA,WAR,High School,Organization,NA,St Augustine High School Warsaw
ORG00924,Letter in Support of Adam Michnik,LSAM,,Protest Statement,Event,Letter in Support of Adam Michnik – May 1968,Letter in Support of Adam Michnik
ORG00925,Letter to the Sejm about a Commission on the Strikes of 1976,LSCS76,,Protest Statement,Event,NA,Letter to the Sejm about a Commission on the Strikes of 1976
ORG00926,London School of Economics,LSE,,Postsecondary School,Organization,NA,London School of Economics
ORG00927,London School of Hygiene and Tropical Medicine,LSHTM,,Postsecondary School,Organization,NA,London School of Hygiene and Tropical Medicine
ORG00928,Łochochin State Mechine Center,LSMC,,Factory,Organization,NA,Łochochin State Mechine Center
ORG00929,Letter from Solidarnosc Małopolska on the Death of Jerzy Popiełuszko,LSMJP,,Protest Statement,Event,NA,Letter from Solidarnosc Małopolska on the Death of Jerzy Popiełuszko
ORG00930,Letter in Support of Workers at Radom and Ursus,LSRU,,Protest Statement,Event,NA,Letter in Support of Workers at Radom and Ursus
ORG00931,Lublin Scientific Society,LSS,,National Professional Association,Organization,NA,Lublin Scientific Society
ORG00932,Lenin Steelworks Nowa Huta,LSWNH,,Factory,Organization,Huta im. Lenina w Krakowie,Lenin Steelworks Nowa Huta
ORG00933,Lenin Steelworks Nowa Huta Strike May 1988,LSWNH1,M88,Protest Action,Event,NA,Lenin Steelworks Nowa Huta Strike May 1988
ORG00934,Lenin Shipyards Gdańsk,LSYG,,Factory,Organization,NA,Lenin Shipyards Gdańsk
ORG00935,Lenin Shipyards Gdańsk Office of Projects and Construction,LSYG,OPC,Factory,Organization,NA,Lenin Shipyards Gdańsk
ORG00936,Lenin Shipyards Gdańsk December 1970 Strikes,LSYG1,D70,Protest Action,Event,NA,Lenin Shipyards Gdańsk December 1970 Strikes
ORG00937,Lenin Shipyards Gdańsk May 1988 Strikes,LSYG2,M88,Protest Action,Event,NA,Lenin Shipyards Gdańsk May 1988 Strikes
ORG00938,Lenin Shipyards Gdańsk August 1988 Strikes,LSYG3,A88,Protest Action,Event,NA,Lenin Shipyards Gdańsk August 1988 Strikes
ORG00939,Stefan Żeromski High School (nr. 1) in Bytom,LSZ1,,High School,Organization,NA,Stefan Żeromski High School (nr. 1) in Bytom
ORG00940,Stefan Żeromski High School (nr. 2) in Tomaszów Mazowiecki,LSZ2,,High School,Organization,NA,Stefan Żeromski High School (nr. 2) in Tomaszów Mazowiecki
ORG00941,Lodz Association of Scientists,LTN,,National Professional Association,Organization,NA,Lodz Association of Scientists
ORG00942,Łódź University,LU,,Postsecondary School,Organization,Uniwersytet Łódzki,Łódź University
ORG00943,Łódź University Department of Civil Law,LU,DCL,Postsecondary School,Organization,NA,Łódź University
ORG00944,Łódź University Department of the Science of Morality,LU,DSM,Postsecondary School,Organization,NA,Łódź University
ORG00945,Łódź University Department of Industrial Sociology,LU,DSP,Postsecondary School,Organization,NA,Łódź University
ORG00946,Łódź University Department of Theory for Strengthening the Economy,LU,DTSE,Postsecondary School,Organization,NA,Łódź University
ORG00947,Łódź University Department of Urban Economic Planning,LU,DUEP,Postsecondary School,Organization,NA,Łódź University
ORG00948,Łódź University Faculty of History and Philosophy,LU,FOHS,Postsecondary School,Organization,Lódz University Faculty of History and Philosophy ; Wydział  Historyczno-Filozoficznego Uniwersytetu Łódzkiego,Łódź University
ORG00949,Łódź University Faculty of Humanities,LU,FOHU,Postsecondary School,Organization,NA,Łódź University
ORG00950,Łódź University Faculty of Humanities Sociology Institute,LU,FOHUSI,Postsecondary School,Organization,NA,Łódź University
ORG00951,Łódź University Faculty of Law and Economics,LU,FOLE,Postsecondary School,Organization,NA,Łódź University
ORG00952,Łódź University Faculty of Pedagogy,LU,FOPED,Postsecondary School,Organization,NA,Łódź University
ORG00953,Łódź University Faculty of Socio-Economics,LU,FOSE,Postsecondary School,Organization,Wydział Ekonomiczno-Socjologiczny Uniwersytetu Łódzkiego,Łódź University
ORG00954,Łódź University Faculty of Socio-Economics Department of Social Policy,LU,FOSEDSP,Postsecondary School,Organization,NA,Łódź University
ORG00955,Łódź University Institute of Political Economy,LU,IPE,Postsecondary School,Organization,NA,Łódź University
ORG00956,Lublin Agricultural Academy,LUBAA,,Postsecondary School,Organization,Academie Rolnica w Lublinie ; Lubliń Agricultural Academy,Lublin Agricultural Academy
ORG00957,"Lublin Enterprise ""Elektromontaz""",LubElM,,Factory,Organization,NA,"Lublin Enterprise ""Elektromontaz"""
ORG00958,Lech Wałęsa advisor,LWAD,,Opposition Group Leadership Body National,Organization,NA,Lech Wałęsa advisor
ORG00959,Leningrad Higher School of Agriculture,LWSAg,,Postsecondary School,Organization,NA,Leningrad Higher School of Agriculture
ORG00960,Medieval Academy of America,MAAm,,International Professional Association,Organization,NA,Medieval Academy of America
ORG00961,Ministry of Administration Land Management and Environmental Protection,MAGTiOS,,Government Agency National,Organization,NA,Ministry of Administration Land Management and Environmental Protection
ORG00962,Ministry of Administration Land Management and Environmental Protection Department of Housing Policy,MAGTiOS,DPM,Government Agency National,Organization,NA,Ministry of Administration Land Management and Environmental Protection
ORG00963,Ministry of Administration Land Management and Environmental Protection Department of Legal and Organizational Issues,MAGTiOS,DPO,Government Agency National,Organization,NA,Ministry of Administration Land Management and Environmental Protection
ORG00964,"""Magazyn Turystycznego światowid""",MagTur,,Periodical,Organization,NA,"""Magazyn Turystycznego światowid"""
ORG00965,Mainstream Independence,MAINI,,Independent Society,Organization,NA,Mainstream Independence
ORG00966,"""Maraton""",MARA,,Periodical,Organization,NA,"""Maraton"""
ORG00967,"""Martwa Natura""",MARN,,Periodical,Organization,NA,"""Martwa Natura"""
ORG00968,Main Center for Management Cadres Warsaw,MCMC,,Research Institute,Organization,NA,Main Center for Management Cadres Warsaw
ORG00969,Interdepartmental Scientific Center for the Exploitation of Fixed Assets Radom,MCNEMT,,Research Institute,Organization,NA,Interdepartmental Scientific Center for the Exploitation of Fixed Assets Radom
